Método das Secantes:

No intervalo [-1,0]
	k		xk		f(xk)		erro
	0	-1.00000000	-16.00000000	0.42264973
	1	-0.15789474	2.99454909	0.41945553
	2	-0.29065522	2.66420740	0.28669505
	3	-1.36136921	-56.74623418	0.78401894
	4	-0.33867042	2.44102894	0.23867985
	5	-0.38084904	2.18670946	0.19650122
	6	-0.74351256	-3.82744812	0.16616229
	7	-0.51271119	0.93771190	0.06463908
	8	-0.55812943	0.30553835	0.01922084
	9	-0.58008071	-0.04536369	0.00273044
	10	-0.57724290	0.00177361	0.00010736
	11	-0.57734968	0.00000972	0.00000059
	12	-0.57735027	-0.00000000	0.00000000

No intervalo [0,1]
	k		xk		f(xk)		erro
	0	0.00000000	3.00000000	0.57735027
	1	0.27272727	2.27629757	0.30462300
	2	1.13055005	-12.07148439	0.55319978
	3	0.40882217	1.50787369	0.16852810
	4	0.48896399	0.87972237	0.08838628
	5	0.60120216	-0.27541424	0.02385189
	6	0.57444170	0.03242150	0.00290857
	7	0.57726013	0.00100852	0.00009014
	8	0.57735062	-0.00000388	0.00000035
	9	0.57735027	0.00000000	0.00000000
